@relation teaching
@attribute f1 real [-2.04427, 0.485933]
@attribute f2 real [-1.85215, 1.66393]
@attribute f3 real [-1.01168, 2.54759]
@attribute f4 real [-2.35125, 0.42249]
@attribute f5 real [-1.92865, 2.95743]
@attribute clase {1, 2, 3}
@inputs f1, f2, f3, f4, f5
@outputs clase
@data
0.485933, -0.0941115, -1.01168, 0.42249, 0.165386, 3
0.485933, 0.638406, 1.83573, 0.42249, 0.0878293, 3
0.485933, -1.11964, 1.26625, 0.42249, 0.863398, 3
0.485933, -1.11964, 1.26625, 0.42249, 1.09607, 2
0.485933, -0.973132, 0.412027, 0.42249, -1.38575, 2
0.485933, 1.22442, -0.726939, 0.42249, 1.4063, 2
0.485933, -0.0941115, -0.726939, -2.35125, -1.38575, 2
0.485933, -0.973132, 2.40522, 0.42249, 1.09607, 2
0.485933, 1.66393, -0.157456, 0.42249, -0.0672845, 2
0.485933, 1.66393, -0.157456, 0.42249, -0.377512, 2
0.485933, -1.70565, 0.127285, 0.42249, 0.242943, 2
0.485933, -1.85215, 0.98151, -2.35125, -0.455069, 2
0.485933, 0.198895, 0.696768, 0.42249, 0.708285, 2
0.485933, -0.973132, 0.412027, 0.42249, -1.15308, 2
0.485933, -0.826629, -0.726939, 0.42249, -0.299955, 2
0.485933, 0.052392, 0.98151, 0.42249, 0.785841, 2
0.485933, 1.07792, -0.86931, 0.42249, 1.09607, 1
0.485933, 1.22442, -0.726939, 0.42249, 0.0102724, 1
0.485933, -0.387118, -1.01168, 0.42249, 1.79408, 1
0.485933, 0.638406, -0.442198, 0.42249, -0.68774, 1
0.485933, -0.0941115, -1.01168, 0.42249, 0.242943, 1
-2.04427, -0.0941115, -0.726939, -2.35125, -1.15308, 1
0.485933, -1.26614, -0.86931, 0.42249, 0.708285, 1
0.485933, 0.345399, -0.0150856, 0.42249, 0.630728, 1
0.485933, -1.41264, 1.12388, 0.42249, -0.532626, 1
0.485933, -1.26614, -0.86931, 0.42249, 1.56141, 1
0.485933, 0.052392, 0.98151, 0.42249, 0.785841, 1
-2.04427, 1.37092, -0.726939, -2.35125, -0.222398, 3
-2.04427, -0.0941115, -0.726939, -2.35125, -0.842854, 3
0.485933, 0.345399, 1.55099, 0.42249, -1.30819, 3
0.485933, -0.680125, -0.86931, 0.42249, 0.863398, 3
0.485933, -0.0941115, -0.726939, -2.35125, -1.30819, 3
0.485933, 0.638406, 1.83573, 0.42249, -0.68774, 3
-2.04427, 1.22442, -0.726939, 0.42249, 1.32874, 3
0.485933, -0.973132, 0.412027, -2.35125, -0.610183, 3
0.485933, 1.37092, -0.726939, -2.35125, -0.610183, 3
-2.04427, 1.37092, -0.726939, -2.35125, -0.610183, 3
-2.04427, 1.37092, -0.726939, 0.42249, 0.785841, 3
0.485933, 0.052392, 1.97811, 0.42249, -0.842854, 3
-2.04427, 0.491902, 1.26625, 0.42249, -0.68774, 3
0.485933, 0.638406, 2.40522, 0.42249, -0.222398, 3
0.485933, -1.85215, 0.98151, 0.42249, 0.242943, 3
0.485933, -1.85215, -0.0150856, 0.42249, -0.765297, 2
-2.04427, -0.387118, 1.12388, 0.42249, -0.455069, 2
-2.04427, 1.22442, 0.696768, 0.42249, -0.0672845, 2
0.485933, -0.680125, -0.86931, 0.42249, -1.07552, 2
0.485933, -0.0941115, -1.01168, 0.42249, -0.610183, 2
-2.04427, -1.11964, 1.26625, 0.42249, 0.553171, 2
0.485933, 1.37092, -0.726939, -2.35125, -0.610183, 2
-2.04427, 1.37092, -0.726939, -2.35125, -0.610183, 2
0.485933, -1.11964, 1.26625, 0.42249, 0.708285, 2
-2.04427, 1.22442, -0.726939, 0.42249, -0.997967, 2
0.485933, 0.931413, -0.86931, 0.42249, -0.222398, 2
0.485933, 1.37092, -0.726939, 0.42249, -1.38575, 2
0.485933, -0.533622, -0.726939, 0.42249, -0.68774, 1
0.485933, -0.973132, 0.412027, 0.42249, 0.165386, 1
-2.04427, 0.052392, 0.98151, 0.42249, 0.3205, 1
0.485933, -0.826629, -0.726939, 0.42249, -0.0672845, 1
0.485933, -0.240615, -0.157456, 0.42249, 0.475614, 1
0.485933, -0.826629, -0.157456, 0.42249, -0.377512, 1
0.485933, 0.198895, -1.01168, 0.42249, 2.95743, 1
0.485933, 1.37092, -0.726939, 0.42249, -1.23064, 1
0.485933, 0.198895, -1.01168, 0.42249, -0.68774, 1
0.485933, 0.931413, -0.86931, 0.42249, -1.92865, 1
0.485933, -0.0941115, 0.839139, 0.42249, -0.842854, 3
0.485933, -0.680125, -0.299827, 0.42249, -1.61842, 3
-2.04427, -0.533622, -0.726939, 0.42249, -0.532626, 3
0.485933, 0.052392, 0.98151, 0.42249, 0.630728, 3
-2.04427, -0.0941115, -1.01168, 0.42249, 2.02675, 3
-2.04427, -0.826629, -0.726939, 0.42249, 0.0878293, 3
0.485933, 0.931413, -0.86931, 0.42249, 1.32874, 3
0.485933, 1.22442, -1.01168, 0.42249, -1.30819, 2
0.485933, 0.638406, 0.554397, 0.42249, -0.92041, 2
-2.04427, 0.491902, 1.40862, 0.42249, 1.25118, 2
0.485933, 0.052392, 2.12048, 0.42249, -0.842854, 2
0.485933, 1.51743, 2.54759, 0.42249, -0.532626, 2
0.485933, -0.680125, 2.26285, 0.42249, -0.610183, 2
0.485933, -0.240615, -0.0150856, 0.42249, -0.299955, 2
0.485933, -0.680125, -0.299827, 0.42249, -1.77354, 2
0.485933, 1.22442, -1.01168, 0.42249, 1.09607, 2
0.485933, -0.973132, 0.412027, 0.42249, 0.165386, 1
0.485933, -0.533622, -0.726939, 0.42249, -0.68774, 1
0.485933, 1.37092, -0.726939, 0.42249, -1.30819, 1
0.485933, 0.491902, 1.40862, 0.42249, 0.0878293, 1
0.485933, 0.345399, 1.69336, 0.42249, -0.997967, 1
0.485933, -1.55915, -0.86931, 0.42249, 0.708285, 1
0.485933, 0.784909, -0.584569, 0.42249, -1.38575, 1
0.485933, 1.37092, -0.726939, 0.42249, -0.299955, 1
0.485933, -1.55915, -0.86931, 0.42249, -0.144841, 1
0.485933, -0.533622, -0.726939, 0.42249, -1.23064, 1
-2.04427, 0.638406, -0.157456, 0.42249, 1.56141, 1
0.485933, 1.22442, -1.01168, 0.42249, 1.79408, 1
0.485933, -1.70565, 0.269656, 0.42249, -0.0672845, 1
